nom,adresse_complete,type,prix,prix_min_eur,prix_max_eur,prix_moyen_eur,budget_meteo,note_google,avis_google,description_courte,statut,saisonnier,acces,lat,lng,inclure_app,niveau_fiabilite,doublon_nom_potentiel,doublon_rang,avec_solo,avec_duo,avec_potos,avec_pro,pour_tranquillo,pour_allocco,pour_resto,pour_gastro,pour_incognito,pour_apero,pour_eau,pour_nocturne,pour_disco,pour_guinguette,pour_terrasse_hiver,pour_street_food,meteo_pluie,meteo_nuageux,meteo_grand_soleil,source_base,date_traitement_gpt,verification_gpt,notes_gpt,image_url_originale,nom_original,rating_original,reviews_original,prix_original,type_original,raw_WkIe8 src,raw_fontHeadlineSmall,raw_MW4etd,raw_UY7F9,raw_IIrLbb,raw_IIrLbb 2,raw_ZiUbcb
Carboni's,,Italienne,40–80 €,40,80,60.0,grand soleil,3.8,1553,"Italienne, note 3.8/5, 1553 avis, prix 40–80 €",ouvert_probable,non renseigne,sur reservation conseillee,,,1,haute,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHvQNE1Dj5XsTpAZYRMNsHmGV_l91ZL37sEtlulA2bPJ2IVPYfYcF3GbbT4RujNGK2z0mu9H4sZKK3tVTXcUWwx4hC9mcLZhv6509PHy64OsoOVWAf2O6xQXpVh_IGWZGSEja6Y=w93-h92-k-no,Carboni's,"3,8",(1 553),40–80 €,Italienne,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHvQNE1Dj5XsTpAZYRMNsHmGV_l91ZL37sEtlulA2bPJ2IVPYfYcF3GbbT4RujNGK2z0mu9H4sZKK3tVTXcUWwx4hC9mcLZhv6509PHy64OsoOVWAf2O6xQXpVh_IGWZGSEja6Y=w93-h92-k-no,Carboni's,"3,8",(1 553),40–80 €,Italienne,·
Miznon Grands Boulevards,,,,,,,inconnu,4.2,675,"note 4.2/5, 675 avis",ouvert_probable,non renseigne,public,,,1,moyenne,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,prix_moyen_absent_dans_export ; adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG_vpyh50Bo_COyztD_NH9uQrKciz_6TYi2ChFdtvNuAt3eecSd0uA9yR0YUoSKc8t4z5BcJPQv5JiYCMY2H-r9H7PQ7jSqRtTrbZGis7naUIolXoTaHAQhXhDZ_Vu97vWohqqD=w80-h106-k-no,Miznon Grands Boulevards,"4,2",(675),,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG_vpyh50Bo_COyztD_NH9uQrKciz_6TYi2ChFdtvNuAt3eecSd0uA9yR0YUoSKc8t4z5BcJPQv5JiYCMY2H-r9H7PQ7jSqRtTrbZGis7naUIolXoTaHAQhXhDZ_Vu97vWohqqD=w80-h106-k-no,Miznon Grands Boulevards,"4,2",(675),,,
LArchimede | Restaurant Republique Paris 10 (Canal Saint Martin) | Terrasse,,Française,30–50 €,30,50,40.0,nuageux,4.8,1399,"Française, note 4.8/5, 1399 avis, prix 30–50 €",ouvert_probable,a verifier (potentiellement saisonnier),public,,,1,haute,0,,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF9A33DRUINVyyg_sB2qR-MdtSPpiZr61DeEyjNoNx5iZb-1ok7zejI1cIsUSBu0eBX3rYB_2fEJ_NEtexuWGhquCJhrRxgctzYexYHnArf0aw-9bGPJftJ7sZwY-Fu7exDB2PQcEw64lw=w80-h120-k-no,LArchimede | Restaurant Republique Paris 10 (Canal Saint Martin) | Terrasse,"4,8",(1 399),30–50 €,Française,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF9A33DRUINVyyg_sB2qR-MdtSPpiZr61DeEyjNoNx5iZb-1ok7zejI1cIsUSBu0eBX3rYB_2fEJ_NEtexuWGhquCJhrRxgctzYexYHnArf0aw-9bGPJftJ7sZwY-Fu7exDB2PQcEw64lw=w80-h120-k-no,LArchimede | Restaurant Republique Paris 10 (Canal Saint Martin) | Terrasse,"4,8",(1 399),30–50 €,Française,·
Le Comptoir Général,,Restaurant,20–50 €,20,50,35.0,nuageux,4.2,6289,"Restaurant, note 4.2/5, 6289 avis, prix 20–50 €",ouvert_probable,non renseigne,public,,,1,haute,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGhs3v0V0HscljlRbfVndtESy2NPaqxl6jZKqpejW45tl7yKxdf7JOrz0IOzh0iaDDiqHsUxGgr5JZt6NZyj_SlPt-zBF9Nqmf4XuV9Xhd1AJj5tya5tXUWgwkIXMNV1U-MuQ0=w163-h92-k-no,Le Comptoir Général,"4,2",(6 289),20–50 €,Restaurant,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGhs3v0V0HscljlRbfVndtESy2NPaqxl6jZKqpejW45tl7yKxdf7JOrz0IOzh0iaDDiqHsUxGgr5JZt6NZyj_SlPt-zBF9Nqmf4XuV9Xhd1AJj5tya5tXUWgwkIXMNV1U-MuQ0=w163-h92-k-no,Le Comptoir Général,"4,2",(6 289),20–50 €,Restaurant,·
PALOMA,,Restaurant,10–50 €,10,50,30.0,nuageux,4.6,610,"Restaurant, note 4.6/5, 610 avis, prix 10–50 €",ouvert_probable,non renseigne,public,,,1,haute,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFiNcDtRgsHKaT2B6lzTshGKu7CU4kMWlp7uGgR_ZAgBV3no_FH5yyyyoQx1Ivj_FCgu5-L_pc3I0EHf7trlBFLQG4brnUiks1SgeQUXVkh_Xo3wp9tak2coUeaQRANOBymGpjysA=w80-h106-k-no,PALOMA,"4,6",(610),10–50 €,Restaurant,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFiNcDtRgsHKaT2B6lzTshGKu7CU4kMWlp7uGgR_ZAgBV3no_FH5yyyyoQx1Ivj_FCgu5-L_pc3I0EHf7trlBFLQG4brnUiks1SgeQUXVkh_Xo3wp9tak2coUeaQRANOBymGpjysA=w80-h106-k-no,PALOMA,"4,6",(610),10–50 €,Restaurant,·
Café 1902,,Café,10–20 €,10,20,15.0,pluie,4.0,1008,"Café, note 4.0/5, 1008 avis, prix 10–20 €",ouvert_probable,non renseigne,public,,,1,haute,0,,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFnizePkjBlF4oE7q2cECaszmOYXwUC0w-O0YtPqrapXJPspTwkIZnYgzDyunJDDrx_ZGO9dUJCiSbVjxHBhaa1uLBo1HHsIqvatZgt7f99SB87Wd914DXqugEbX-sBV6JWgoMK=w138-h92-k-no,Café 1902,"4,0",(1 008),10–20 €,Café,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFnizePkjBlF4oE7q2cECaszmOYXwUC0w-O0YtPqrapXJPspTwkIZnYgzDyunJDDrx_ZGO9dUJCiSbVjxHBhaa1uLBo1HHsIqvatZgt7f99SB87Wd914DXqugEbX-sBV6JWgoMK=w138-h92-k-no,Café 1902,"4,0",(1 008),10–20 €,Café,·
Abri Soba,,Restaurant de nouilles au sarrasin (soba),20–30 €,20,30,25.0,nuageux,4.7,1416,"Restaurant de nouilles au sarrasin (soba), note 4.7/5, 1416 avis, prix 20–30 €",ouvert_probable,non renseigne,public,,,1,haute,0,,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAERwNDyGalC_eQBIgzs4-x6c5yic-0LezBND9-0lXaTlTWyHMUn3EAbPWWr1riAW6x8o9F-a-2cK30sak1lawvCRtpbxpLHLRKEtivprsaBFh64r1v9oGmNQSR5sWWvSCwR0CaxyV8NuY8=w122-h92-k-no,Abri Soba,"4,7",(1 416),20–30 €,Restaurant de nouilles au sarrasin (soba),https://lh3.googleusercontent.com/gps-cs-s/APNQkAERwNDyGalC_eQBIgzs4-x6c5yic-0LezBND9-0lXaTlTWyHMUn3EAbPWWr1riAW6x8o9F-a-2cK30sak1lawvCRtpbxpLHLRKEtivprsaBFh64r1v9oGmNQSR5sWWvSCwR0CaxyV8NuY8=w122-h92-k-no,Abri Soba,"4,7",(1 416),20–30 €,Restaurant de nouilles au sarrasin (soba),·
Matcha Ochaya 無邪,,Salon de thé traditionnel,10–20 €,10,20,15.0,pluie,4.5,7842,"Salon de thé traditionnel, note 4.5/5, 7842 avis, prix 10–20 €",ouvert_probable,non renseigne,public,,,1,haute,0,,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEmMM8YUlM_1rsKk48n4WwhChXV9E5_8OIvU-ekz53PHVl0xF_Jjw4Ktxp3CzXrkIHc8wjWkrAcAcBbpsjJAvq5DfTwz2uHHu8s4XWsYHot7j-7kKt-hlVno-WqtnENUs7vwh8=w122-h92-k-no,Matcha Ochaya 無邪,"4,5",(7 842),10–20 €,Salon de thé traditionnel,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEmMM8YUlM_1rsKk48n4WwhChXV9E5_8OIvU-ekz53PHVl0xF_Jjw4Ktxp3CzXrkIHc8wjWkrAcAcBbpsjJAvq5DfTwz2uHHu8s4XWsYHot7j-7kKt-hlVno-WqtnENUs7vwh8=w122-h92-k-no,Matcha Ochaya 無邪,"4,5",(7 842),10–20 €,Salon de thé traditionnel,·
Pierre Sang In Oberkampf,,Fusion asiatique,40–80 €,40,80,60.0,grand soleil,4.6,3120,"Fusion asiatique, note 4.6/5, 3120 avis, prix 40–80 €",ouvert_probable,non renseigne,sur reservation conseillee,,,1,haute,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH85w5h6lhUoD7_bDVhPJ4Mq_KfnglhMpezO-IoolOUETPGkIfjwj7FXPyWutr-luH1jqTeJyNk7WlZkgUiTukVujer_LwOgczzyGNOwoOIAuRoJ1hSIpJhtTWRx3cS295yGKVM=w153-h92-k-no,Pierre Sang In Oberkampf,"4,6",(3 120),40–80 €,Fusion asiatique,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH85w5h6lhUoD7_bDVhPJ4Mq_KfnglhMpezO-IoolOUETPGkIfjwj7FXPyWutr-luH1jqTeJyNk7WlZkgUiTukVujer_LwOgczzyGNOwoOIAuRoJ1hSIpJhtTWRx3cS295yGKVM=w153-h92-k-no,Pierre Sang In Oberkampf,"4,6",(3 120),40–80 €,Fusion asiatique,·
Tavline,,Méditerranéenne,20–50 €,20,50,35.0,nuageux,4.4,753,"Méditerranéenne, note 4.4/5, 753 avis, prix 20–50 €",ouvert_probable,non renseigne,public,,,1,haute,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHREgMmnlVDURcA6gTO9fwRnAGObJwskZauX7P_vGM2vdPMKjZkzVbF3ohR3XRY_-VJ96QXsDdenRgucvLBVNrGJl6ndAAcV_-rxpnzlt5P0Hz6bpi0EVKHfPMkIsKvsR3fkNgy=w163-h92-k-no,Tavline,"4,4",(753),20–50 €,Méditerranéenne,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHREgMmnlVDURcA6gTO9fwRnAGObJwskZauX7P_vGM2vdPMKjZkzVbF3ohR3XRY_-VJ96QXsDdenRgucvLBVNrGJl6ndAAcV_-rxpnzlt5P0Hz6bpi0EVKHfPMkIsKvsR3fkNgy=w163-h92-k-no,Tavline,"4,4",(753),20–50 €,Méditerranéenne,·
Miznon Paris,,Méditerranéenne,10–20 €,10,20,15.0,pluie,4.3,3162,"Méditerranéenne, note 4.3/5, 3162 avis, prix 10–20 €",ouvert_probable,non renseigne,public,,,1,haute,0,,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFwv27CVxyZiqtRkP--iN_Ts3a78r0MkNdRVULTUah4hLzbZyzVgj-fjb-IE6IFC7V1wG9S15dLy-hriwwiNxktXWkTXp_PUpAABZlURa_T2FSjyz4-barZw4Efgwmya2Im9oY=w122-h92-k-no,Miznon Paris,"4,3",(3 162),10–20 €,Méditerranéenne,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFwv27CVxyZiqtRkP--iN_Ts3a78r0MkNdRVULTUah4hLzbZyzVgj-fjb-IE6IFC7V1wG9S15dLy-hriwwiNxktXWkTXp_PUpAABZlURa_T2FSjyz4-barZw4Efgwmya2Im9oY=w122-h92-k-no,Miznon Paris,"4,3",(3 162),10–20 €,Méditerranéenne,·
As burger,,,,,,,inconnu,4.8,231,"note 4.8/5, 231 avis",ouvert_probable,non renseigne,public,,,1,moyenne,0,,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,prix_moyen_absent_dans_export ; adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHA77WIN1YFiuvsWmQJya9IPN7UCNnqbPQcd4M0Y9LZMd8X1yuc83CdQhI95PxpQq0Xqh4BcfsYw91CW-FsNdd6njotfraxjf_oFWqqcLIkHh9_CrFYQ1OBavkT6mupAnvxZxT9=w80-h106-k-no,As burger,"4,8",(231),,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHA77WIN1YFiuvsWmQJya9IPN7UCNnqbPQcd4M0Y9LZMd8X1yuc83CdQhI95PxpQq0Xqh4BcfsYw91CW-FsNdd6njotfraxjf_oFWqqcLIkHh9_CrFYQ1OBavkT6mupAnvxZxT9=w80-h106-k-no,As burger,"4,8",(231),,,
Maïz,,,,,,,inconnu,4.8,432,"note 4.8/5, 432 avis",ouvert_probable,non renseigne,public,,,1,moyenne,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,prix_moyen_absent_dans_export ; adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE7_7TCVeH6UXI53yDv4K5vM60fuZOzBl1d1L-zsVf5fYDlGXR87nznsQQqpYzWVcB5LP1GHqUaJKvYANy3h7MGHjQNBdABaaiNhg8xuEcs8KMt_fWux8ROzWa72VwXnF4XQJrHnw=w122-h92-k-no,Maïz,"4,8",(432),,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE7_7TCVeH6UXI53yDv4K5vM60fuZOzBl1d1L-zsVf5fYDlGXR87nznsQQqpYzWVcB5LP1GHqUaJKvYANy3h7MGHjQNBdABaaiNhg8xuEcs8KMt_fWux8ROzWa72VwXnF4XQJrHnw=w122-h92-k-no,Maïz,"4,8",(432),,,
Allard,,Française,+ de 100 €,100,,100,grand soleil,4.3,1304,"Française, note 4.3/5, 1304 avis, prix + de 100 €",ouvert_probable,non renseigne,sur reservation conseillee,,,1,haute,0,,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGPUfm0enqot-PbTp8O_QxYmqMnVdYFDwDm4Ke9vForwSjmqs0icllrONCi4CXRK-gWJlLUoPmCyDL9FtLY9x1BrhXbv3IBJ7KQ98MsbXlqtfOoohySfSyFWHCbce_j56Ut6D2p00ZIK0ue=w80-h103-k-no,Allard,"4,3",(1 304),+ de 100 €,Française,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGPUfm0enqot-PbTp8O_QxYmqMnVdYFDwDm4Ke9vForwSjmqs0icllrONCi4CXRK-gWJlLUoPmCyDL9FtLY9x1BrhXbv3IBJ7KQ98MsbXlqtfOoohySfSyFWHCbce_j56Ut6D2p00ZIK0ue=w80-h103-k-no,Allard,"4,3",(1 304),+ de 100 €,Française,·
Fajitas,,Mexicaine,20–30 €,20,30,25.0,nuageux,4.4,1130,"Mexicaine, note 4.4/5, 1130 avis, prix 20–30 €",ouvert_probable,non renseigne,public,,,1,haute,0,,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHkQiUvMaxBa6hKmGUvVmTnFJSRfjJJhtpeznu0qiQCinKIytJ7dO04KTBFJIQ6FyFOb5y0eNToHZ9Kp5mJGS-kqab4V8XBoMB-RkDyKtLoeGThxDjSjMHwuLJ2wnSboCneGW_9ew=w163-h92-k-no,Fajitas,"4,4",(1 130),20–30 €,Mexicaine,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHkQiUvMaxBa6hKmGUvVmTnFJSRfjJJhtpeznu0qiQCinKIytJ7dO04KTBFJIQ6FyFOb5y0eNToHZ9Kp5mJGS-kqab4V8XBoMB-RkDyKtLoeGThxDjSjMHwuLJ2wnSboCneGW_9ew=w163-h92-k-no,Fajitas,"4,4",(1 130),20–30 €,Mexicaine,·
Mon Creme,,Restaurant,20–30 €,20,30,25.0,nuageux,4.6,1093,"Restaurant, note 4.6/5, 1093 avis, prix 20–30 €",ouvert_probable,non renseigne,public,,,1,haute,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFgv36H92Gkq0nwH6pYjXEK811fvldYm7ydp47M3Z4YEeSTIXB7LLxfnqN0dT4HXB4O_eES5Zr892jvC5egnOwCvolIL8X6gkyv6ZwCcgxTH3VpPYI0faFDHXn6Xh1MWmVMS5WcMg=w80-h106-k-no,Mon Creme,"4,6",(1 093),20–30 €,Restaurant,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFgv36H92Gkq0nwH6pYjXEK811fvldYm7ydp47M3Z4YEeSTIXB7LLxfnqN0dT4HXB4O_eES5Zr892jvC5egnOwCvolIL8X6gkyv6ZwCcgxTH3VpPYI0faFDHXn6Xh1MWmVMS5WcMg=w80-h106-k-no,Mon Creme,"4,6",(1 093),20–30 €,Restaurant,·
Bella Piazza,,Italienne,10–20 €,10,20,15.0,pluie,4.5,1212,"Italienne, note 4.5/5, 1212 avis, prix 10–20 €",ouvert_probable,non renseigne,public,,,1,haute,0,,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFICHWOn4YWbASTjeR4C9_U_aNvLdW_5As-uyszEvKrdQp6vZecIFQ2eT_6b5Mh6R0slq2O63Xs9oDqsgLnGFp3ppIGwf1qkYG2HmZttRKtZB_qrV41KswBD3e_d-dJISYtYa3PaYoWSaL7=w80-h105-k-no,Bella Piazza,"4,5",(1 212),10–20 €,Italienne,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFICHWOn4YWbASTjeR4C9_U_aNvLdW_5As-uyszEvKrdQp6vZecIFQ2eT_6b5Mh6R0slq2O63Xs9oDqsgLnGFp3ppIGwf1qkYG2HmZttRKtZB_qrV41KswBD3e_d-dJISYtYa3PaYoWSaL7=w80-h105-k-no,Bella Piazza,"4,5",(1 212),10–20 €,Italienne,·
La petite Bleue Brunch & Coffee - Opéra,,Brunch,20–30 €,20,30,25.0,nuageux,4.7,12650,"Brunch, note 4.7/5, 12650 avis, prix 20–30 €",ouvert_probable,non renseigne,public,,,1,haute,0,,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGJLXPW1Bp671gTBGCz2k0Sh9SeWcXsM-rkvcaT8qpQk9CnnZB0DKSgDDUwVz5xd_M3DfH-G9qYRactAcU5i_jSp06SJQMrXMExpKRovKzDxlMdoaR7tPwjqJRgxTt8V1S0FRHfIMYnm1wt=w122-h92-k-no,La petite Bleue Brunch & Coffee - Opéra,"4,7",(12 650),20–30 €,Brunch,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGJLXPW1Bp671gTBGCz2k0Sh9SeWcXsM-rkvcaT8qpQk9CnnZB0DKSgDDUwVz5xd_M3DfH-G9qYRactAcU5i_jSp06SJQMrXMExpKRovKzDxlMdoaR7tPwjqJRgxTt8V1S0FRHfIMYnm1wt=w122-h92-k-no,La petite Bleue Brunch & Coffee - Opéra,"4,7",(12 650),20–30 €,Brunch,·
Gruppomimo,,Italienne,20–30 €,20,30,25.0,nuageux,4.7,11345,"Italienne, note 4.7/5, 11345 avis, prix 20–30 €",ouvert_probable,non renseigne,public,,,1,haute,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFNZdW4Y8Jb1IICvAiS928zfCHFKAgiRBQk3w1AYm17czxv3EjC0ZEUFxTl4lCx7G4_HY3P00b3dbXTxJF7NB2jWNFi2NeMMMNk7jSYKiI4EbsalEn887adbmdXfOkjF5jNByQ=w163-h92-k-no,Gruppomimo,"4,7",(11 345),20–30 €,Italienne,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFNZdW4Y8Jb1IICvAiS928zfCHFKAgiRBQk3w1AYm17czxv3EjC0ZEUFxTl4lCx7G4_HY3P00b3dbXTxJF7NB2jWNFi2NeMMMNk7jSYKiI4EbsalEn887adbmdXfOkjF5jNByQ=w163-h92-k-no,Gruppomimo,"4,7",(11 345),20–30 €,Italienne,·
Les Pères Populaires,"119 Rue du Chemin Vert, 75011 Paris",Française,10–20 €,10,20,15.0,pluie,4.4,1759,"Française, note 4.4/5, 1759 avis, prix 10–20 €",ouvert_probable,non renseigne,public,,,1,haute,0,,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH32yWyvpnFOwMU5_zr-pw-5VddhV_XobojEqjtSCEboEkp1Slzw9tWdQlM1Rt2S9cOQb8Y-gHf3NhPHKA2clPUvmKKEXcySYeaYc4V3tTxdjL8IsbsAENtGctRN79QuEsGcRlSIg=w122-h92-k-no,Les Pères Populaires,"4,4",(1 759),10–20 €,Française,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH32yWyvpnFOwMU5_zr-pw-5VddhV_XobojEqjtSCEboEkp1Slzw9tWdQlM1Rt2S9cOQb8Y-gHf3NhPHKA2clPUvmKKEXcySYeaYc4V3tTxdjL8IsbsAENtGctRN79QuEsGcRlSIg=w122-h92-k-no,Les Pères Populaires,"4,4",(1 759),10–20 €,Française,·
119 Rue du Chemin Vert,,75011 Paris,,,,,inconnu,,,"Ligne technique détectée comme adresse, non utilisée comme lieu.",ligne_adresse_seule,non renseigne,public,,,0,ligne_technique_a_exclure,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,"adresse_absente_a_geocoder ; ligne probablement extraite comme adresse, rattachee au lieu precedent si possible",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Su1O7vahOVqlowtPbga1IQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=332.97067&pitch=0&thumbfov=100,119 Rue du Chemin Vert,,,75011 Paris,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Su1O7vahOVqlowtPbga1IQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=332.97067&pitch=0&thumbfov=100,119 Rue du Chemin Vert,,,75011 Paris,,
